StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,UserLanguage,C1,C2,C3,C4,C5,C6,ID,1_T1_1,1_T1_2,1_T1_3,1_T2,2_T1_1,2_T1_2,2_T1_3,2_T2,3_T1_1,3_T1_2,3_T1_3,3_T2,4_T1_1,4_T1_2,4_T1_3,4_T2,5_T1_1,5_T1_2,5_T1_3,5_T2,6_T1_1,6_T1_2,6_T1_3,6_T2,7_T1_1,7_T1_2,7_T1_3,7_T2,8_T1_1,8_T1_2,8_T1_3,8_T2,11_T1_1,11_T1_2,11_T1_3,11_T2,12_T1_1,12_T1_2,12_T1_3,12_T2,13_T1_1,13_T1_2,13_T1_3,13_T2,14_T1_1,14_T1_2,14_T1_3,14_T2,15_T1_1,15_T1_2,15_T1_3,15_T2,16_T1_1,16_T1_2,16_T1_3,16_T2,17_T1_1,17_T1_2,17_T1_3,17_T2,18_T1_1,18_T1_2,18_T1_3,18_T2,19_T1_1,19_T1_2,19_T1_3,19_T2,20_T1_1,20_T1_2,20_T1_3,20_T2,21_T1_1,21_T1_2,21_T1_3,21_T2,22_T1_1,22_T1_2,22_T1_3,22_T2
3/24/2024 12:45,3/24/2024 12:57,100,710,TRUE,3/24/2024 12:57,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,7,"Severe droughts can escalate wildfire and dust storm occurrences, crating poor air quality. This deterioration can cause respiratory and cardiovascular diseases due to the inhalation of fine particulate matter.",,,,,5,5,6,"As time goes by, the air quality decreases due to the high levels of contamination and so on. Air pollution can cause serious health problems that can be more dangerous if you already have respiratory pathologies. ",,,,,,,,,,,,,5,4,5,"Regarding depression, Romo states that a multi-country review of studies spanning the 20 years before the pandemic found that remote work alone does not cause depression.",3,2,3,"The pandemic causes people without jobs to look elsewhere, while those able to work remotely have greater flexibility.",,,,,5,5,6,"Poor education on budgeting, taxes, and household skills like cooking at home can lead to poverty. Without these skills, individuals may overspend on takeaways and struggle with proper budgeting. Better education and parental guidance are essential.",,,,
3/24/2024 13:30,3/24/2024 13:45,100,876,TRUE,3/24/2024 13:45,EN,Yes,Yes,Yes,Yes,Yes,Yes,,5,3,4,"It is obvious that obesity, lack of exercise, poor sleep, and sunshine avoidance causes health issues. ",,,,,7,7,7,"Unless reducing screen time and taking breaks, electronic devices which requires long screen times can cause eye strain and mental health issues ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,"As air pollution gets higher, it is causing more health problems",,,,,,,,,,,,,6,3,3,Remote work does not cause depression. This statement was supported by a multi country review of studies measuring remote works impact on mental health. These studies cover 20 years prior the pandemic. ,,,,,,,,,,,,,6,6,6,"As a person is not always able to choose where to grow up and go to school, this situation almost always is the reason of poverty, which is also one of the main causes of homelessness. "
3/24/2024 12:32,3/24/2024 13:49,100,4620,TRUE,3/24/2024 13:49,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,2,3,"People are too lazy to fix their mental health issues as they fail to make the correct lifestyle choices required to fix their mental health rather people fixate on issues such as obesity, lack of exercise, poor sleep, and sunshine avoidance.",,,,,,,,,,,,,,,,,5,3,6,Rise in electronic entertainment coupled with rising consumption of crap food leads to a sedentary lifestyle.,,,,,,,,,,,,,,,,,,,,,,,,,6,7,1,"Sleeping problems are caused by poor air quality, Research shows that poor indoor air quality affects respiratory organs.",,,,,,,,,,,,,1,1,1,"The pandemic causes people without jobs to look elsewhere, those with the ability to work remotely have more choice.",,,,,,,,,3,6,7,"The largest cause of homelessness is poverty. The largest cause of poverty is shitty or no jobs, The largest cause of unemployment or shitty jobs is poor education. The largest cause of poor education is the area where you are born which an individual has no control over."
3/24/2024 13:31,3/24/2024 14:13,100,2553,TRUE,3/24/2024 14:13,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,7,7,7,Looking at a computer screen for a long time cause eye strain. It's a common problem faced by many people who spend a lot time starring at their computer screens. It is advisable to take breaks to rest your eyes.,,,,,7,7,7,"With the rise in electronic entertainment, we are spending more time sitting and less time being active. This has a negative effect on our health and well being.",,,,,,,,,,,,,7,7,7,It's not just uncomfortable but poor air quality can cause respiratory and cardiovascular disease. Wild fires and dust storm do cause air pollution.,7,7,7,Air pollution can be a major trigger for asthma. Studies have shown that people living in areas with poor air quality are more likely to experience asthma symptoms. ,7,7,7,"Air pollution can be a major cause of health problems. Inhaling polluted air can cause a variety of problems such as, respiratory issues, heart disease and even cancer.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2024 12:32,3/24/2024 12:32,67,20,FALSE,3/31/2024 13:32,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2024 12:32,3/24/2024 12:37,67,340,FALSE,3/31/2024 13:37,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,"Burning fossil fuels is the main cause of the climate crisis, leads to poor air quality, and through that to reduction of good quality food sources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2024 12:33,3/24/2024 12:41,67,453,FALSE,3/31/2024 13:41,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,Drought increases the chances of respiratory and cardiovascular disease. Which is caused by poor air quality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2024 12:30,3/24/2024 12:44,67,843,FALSE,3/31/2024 13:44,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,7,7,7,"Blue light from looking at a computer screen can cause digital eye strain. Make sure to take breaks, rest your eyes, and stay away from devices before bedtime ",7,7,7,"The effects of blue light are prevented by the use of blue light-blocking glasses. Blue light can cause eye strain, headaches, and disrupted sleep patterns.",,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,"Air pollution  can cause serious health problems, when you are a member of the sensitive group it may be harder to breathe when you are outside.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2024 12:38,3/24/2024 12:45,67,459,FALSE,3/31/2024 13:45,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2024 12:32,3/24/2024 12:54,67,1351,FALSE,3/31/2024 13:55,EN,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
