BLEU,ROUGE,BLEURT,METEOR,BERTScore,BARTScore,Claude_Informativeness,Claude_Clarity,Claude_Effectiveness
0.014873972,0.1351351351351351,0.424339235,0.099650276,0.2266533523797989,0.6733800888061523,6,6,6
0.1445892466616285,0.4166666666666667,0.7782631516456604,0.4326923076923077,0.6209056973457336,0.8140432357788085,6,7,6
0.00939504,0.1739130434782609,0.5347509980201721,0.1321189632877944,0.3017468750476837,0.6658297538757324,6,6,6
0.03037294,0.1764705882352941,0.4960345029830932,0.1461988304093567,0.2982011437416076,0.72794323,5,6,5
0.1196454884596027,0.2222222222222222,0.5505661964416504,0.3640776699029126,0.3314598202705383,0.5320989608764648,5,6,4
0.010468806,0.2121212121212121,0.3918368220329284,0.1668841052402696,0.2802361249923706,0.6162060737609864,6,7,6
0.021476912,0,0.2630208432674408,0.061728395,0.1217532902956008,0.6317698001861572,5,6,4
0.053259759,0.3225806451612903,0.6932975053787231,0.2994618550174105,0.5889201760292053,0.6407784461975098,5,6,5
0.092465235,0.3749999999999999,0.6590091586112976,0.3619260204081632,0.4474509060382843,0.7064314842224121,5,6,5
0.008379356,0.2272727272727273,0.4348167777061462,0.1475383968020197,0.3343116044998169,0.6296628475189209,6,6,6
0.003466165,0.085106383,0.4309068918228149,0.1313910311339617,0.1924941092729568,0.6230729818344116,6,7,6
0.000756536,0.1428571428571428,0.4823611974716186,0.080468429,0.3258343040943146,0.6650454521179199,5,6,5
0.080544964,0.4,0.6631907224655151,0.4782196969696969,0.5191261768341064,0.6911695957183838,6,6,6
0.080168911,0.3999999999999999,0.5501486659049988,0.1923076923076923,0.3327445983886719,0.7064258813858032,4,6,4
0.050960456,0.3999999999999999,0.5688086748123169,0.2230659705742762,0.4519088864326477,0.62066226,6,6,5
0.017850542,0.2051282051282051,0.53358233,0.1493975903614458,0.3361109495162964,0.5332589149475098,6,7,6
0.032130239,0.2807017543859649,0.5177922248840332,0.212104072,0.3374208211898803,0.6985382080078125,6,7,5
0.058166354,0.3076923076923077,0.546315074,0.2973333333333333,0.2735511362552643,0.5812258720397949,6,7,6
0.4574563333993254,0.7199999999999999,0.7788168787956238,0.7205058516833988,0.706676722,0.8743413925170899,6,5,6
0.030862057,0.3272727272727272,0.5005930662155151,0.2913838120104439,0.2464388906955719,0.6472848892211914,6,5,4
0.023042824,0.2545454545454545,0.4757892489433288,0.2101457155284906,0.3680936396121979,0.7373047828674316,6,6,5
0.022783338,0.1666666666666666,0.3876971900463104,0.1234567901234567,0.1362431794404983,0.5998959064483642,6,7,6
0.3364932442330152,0.64,0.786590576,0.5214178825289936,0.7274069786071777,0.8141323804855347,6,7,6
0.1235622127262679,0.5,0.6931889653205872,0.4563492063492063,0.35957256,0.7009950637817383,5,6,5
0.023526225,0.5161290322580645,0.4547554850578308,0.4881358900271429,0.4248195886611938,0.7203080654144287,4,5,4
0.077564235,0.3783783783783784,0.617165744,0.3760219990670038,0.4493113756179809,0.6943969249725341,5,6,5
0.068372033,0.5882352941176471,0.6902414560317993,0.6656716417910449,0.5591098070144653,0.7373032808303833,6,6,5
0.030272533,0.2222222222222222,0.6495678424835205,0.2205882352941176,0.4253920614719391,0.7956284761428833,7,7,7
0.001154802,0.087912088,0.3610166311264038,0.057698091,0.1905298233032226,0.5974484920501709,6,6,5
0.2574866101628967,0.5185185185185186,0.5218923687934875,0.5320785984848485,0.38007468,0.5786134719848632,6,6,5
0.018506297,0.25,0.5705398917198181,0.1734203296703296,0.36508894,0.6602116346359252,5,6,5
0.1232091044330103,0.409090909,0.7051460146903992,0.3879310344827585,0.3989328145980835,0.716786551,6,7,6
0.1820705281109212,0.5384615384615385,0.5634165406227112,0.5847382431233363,0.4600672721862793,0.7250092029571533,5,6,5
0.033642025,0.3076923076923076,0.6396359801292419,0.2733262108262108,0.5157806873321533,0.7783538103103638,6,5,5
0.050912128,0.2857142857142857,0.7122941017150879,0.2735294117647059,0.3643141090869903,0.6097534418106079,5,5,4
0.034053568,0.2352941176470588,0.6395463943481445,0.1528384279475982,0.3980735838413238,0.705369496,5,5,4
0.026019405,0.3333333333333333,0.624806285,0.2547065337763012,0.3667972087860107,0.6974628925323486,6,7,6
0.1235622127262679,0.3157894736842105,0.667103648,0.474468085,0.4405412971973419,0.8078575015068055,6,7,6
0.001095732,0.123076923,0.4781613945960998,0.1127232142857143,0.2139592915773391,0.6245326995849609,6,6,6
0.052559234,0.4444444444444445,0.5872886180877686,0.7211538461538463,0.4776829779148102,0.7064563989639282,6,7,6
0.4032979040374044,0.6206896551724138,0.4224045872688293,0.5692295671198625,0.4568365514278412,0.5956963539123535,4,5,4
0.1811557629495533,0.4489795918367347,0.6441981792449951,0.3920807453416148,0.5170421600341797,0.8010563492774964,6,4,5
0.044215956,0.2857142857142857,0.4321902990341186,0.2254901960784313,0.3246815800666809,0.74724865,5,4,4
0.1626170171519488,0.5217391304347826,0.7794973254203796,0.6373076923076924,0.8095874190330505,0.8132204532623291,5,6,5
0.037477767,0.25,0.7082293033599854,0.2027027027027027,0.3789431452751159,0.5878165245056153,6,7,6
0.2044800736021838,0.7058823529411764,0.6271935105323792,0.8789386401326702,0.4475067257881164,0.6442384958267212,6,7,6
0.030890553,0.1111111111111111,0.4171384572982788,0.131578947,0.094813392,0.52564168,6,5,5
0.034650963,0.2790697674418604,0.5890039205551147,0.219482422,0.4071434736251831,0.6860121488571167,6,7,6
0.037164991,0.2727272727272727,0.344196081,0.2298850574712644,0.3840484619140625,0.7099134683609009,6,6,5
0.1032277477721268,0.3636363636363636,0.6246658563613892,0.3755848930481283,0.3957003355026245,0.6752475500106812,6,6,6
0.059045642,0.2222222222222222,0.7063550353050232,0.2744066930918142,0.4457168877124786,0.7048282384872436,6,7,6
0.077685628,0.3478260869565217,0.70120424,0.3321428571428571,0.5833536386489868,0.6294851303100586,6,7,6
0.005003187,0.2105263157894737,0.4945030212402344,0.1106094074844075,0.2737089991569519,0.7224069356918335,6,7,6
0.1881478574691709,0.5454545454545454,0.7018064856529236,0.6276069453875255,0.562022328,0.7400599479675293,6,7,6
0.1820705281109212,0.6,0.6890576481819153,0.875742702,0.6147165298461914,0.8215470552444458,5,4,4
0.089137655,0.2666666666666666,0.5832095146179199,0.4855769230769231,0.4340138137340545,0.4908092021942138,6,6,5
0.01080888,0.1621621621621621,0.444970965,0.1098901098901098,0.2522653639316559,0.5997465133666993,5,6,5
0.088935846,0.2758620689655172,0.7050520777702332,0.3607142857142857,0.401439905,0.7051535606384277,6,6,5
0.252486524,0.4848484848484849,0.6073157787322998,0.4058933146983462,0.5443016886711121,0.6985278606414795,5,6,5
0.045157828,0.4285714285714285,0.5419478416442871,0.3362244897959183,0.4784105122089386,0.688282847,6,7,6
0.234092312,0.5806451612903226,0.76214999,0.5047619047619047,0.6906368136405945,0.7857930183410644,6,6,6
0.094829377,0.3,0.5709301829338074,0.2547065337763012,0.4098080992698669,0.6121345520019531,6,7,6
0.029901686,0.3098591549295775,0.5891217589378357,0.2286756079351535,0.3954527676105499,0.6789551973342896,4,6,4
0.037477767,0.1111111111111111,0.3695943653583526,0.099009901,0.2219990193843841,0.6502310037612915,5,6,4
0.00311741,0.1481481481481481,0.4816768765449524,0.1396570796460177,0.3061825931072235,0.5858531,4,6,5
0.1192300985784756,0.1904761904761905,0.659982443,0.4520843388030888,0.4867129921913147,0.7751043796539306,5,5,4
0.014774548,0.1052631578947368,0.4986814260482788,0.093984962,0.3771776854991913,0.6640775442123413,6,7,6
0.1006131214776086,0.4,0.7376877665519714,0.275089606,0.5757210850715637,0.7421974420547486,4,6,5
0.1118304665787929,0.2962962962962963,0.613372266,0.2861670395227443,0.4420115053653717,0.6897270441055298,6,7,6
0.3237722713145643,0.5517241379310344,0.6604900360107422,0.5575,0.4614004492759704,0.7743123292922973,6,6,6
0.114775875,0.4571428571428572,0.7151581645011902,0.4018018018018017,0.4774453043937683,0.6292276620864868,6,7,6
0.2928298013714696,0.5185185185185186,0.7809821963310242,0.5753472222222223,0.6810085773468018,0.83337481,6,7,6
0.005819756,0.1944444444444444,0.4768388271331787,0.1259124952597648,0.3636540472507477,0.7276822566986084,6,7,6
0.045980207,0.3125,0.5746529698371887,0.2486127336448598,0.4184008538722992,0.7257308006286621,6,7,6
0.023269223,0.3214285714285714,0.6877797842025757,0.3312942216981132,0.5321744680404663,0.7538757562637329,6,6,5
